Date,URL,Tweet
2023-06-08 23:23:15+00:00,https://twitter.com/whyyoutouzhele/status/1666949035091951618,"全文快照
https://t.co/N8Zkis733n"
2023-06-08 23:17:08+00:00,https://twitter.com/whyyoutouzhele/status/1666947499200741377,https://t.co/f6fsumfwUS
2023-06-08 23:14:07+00:00,https://twitter.com/whyyoutouzhele/status/1666946740640006147,然而，有公众号根据专业推测认为，塌陷很可能与附近的地热井施工有关 https://t.co/FSJQeiMDGh
2023-06-08 23:08:41+00:00,https://twitter.com/whyyoutouzhele/status/1666945369379594240,"网友投稿
5月31号起，天津碧桂园凤锦庭院小区出现大面积地面沉降，小区及周边路面出现众多肉眼可见开裂。
沉降涉及了多栋建筑，其中受损最严重的39号高层已出现倾斜。约4000名小区住户被紧急疏散撤离。搬家费短期内大涨，且大件物品无法搬离。
6月8日，官方发布消息称专家组研判原因是突发地质灾害。 https://t.co/fhBh7rA3Fl"
2023-06-08 21:20:02+00:00,https://twitter.com/whyyoutouzhele/status/1666918030415110144,"网友投稿
6月8日，安联巡防灈阳中队发布了一则视频，巡防大队在老县委附近发现一处明火并立即浇灭。
因画面中火势微弱，疑似人为点燃，被网友质疑作秀。
有网友评论称，自己曾经见过自己点火，自己拍摄，自己灭火的情景。 https://t.co/dKX8op5HGF"
2023-06-08 20:54:39+00:00,https://twitter.com/whyyoutouzhele/status/1666911642150420480,网友补充，同时欢迎更多同学补充消息 https://t.co/Rxj3PNtgD6
2023-06-08 15:55:01+00:00,https://twitter.com/whyyoutouzhele/status/1666836233933168640,"网友投稿
6月8日傍晚，广东省韶关市南雄市水西桥
桥面突然坍塌造成一人落水 https://t.co/a2ryE791Bs"
2023-06-08 14:54:39+00:00,https://twitter.com/whyyoutouzhele/status/1666821041736536068,"1，你说的这个问题其实早几年前墙内就在讨论了。微信占用大量手机内存，有的高达几十个G，但是用户自己却无法读取这些内容。
2，作为亲历者，我想说聊天记录调不调取的原则在于想不想调取和值不值得调取。
3，中国的个人信息黑产早就泛滥了，聊天记录应该是最近加入的权限，配合人脸识别，未来各种全过程开盒只会更加泛滥。
4，从最近墙内一连串的开盒人肉新闻来看，这些手握窥探全民隐私的巨大权力却又没有限制的年轻警察如果不被制止，将会在未来加速政府公信力的崩塌。"
2023-06-08 14:29:35+00:00,https://twitter.com/whyyoutouzhele/status/1666814733385879552,网友补充 https://t.co/eJ05ylHv5N
2023-06-08 14:04:23+00:00,https://twitter.com/whyyoutouzhele/status/1666808394735575044,"网友投稿
6月8日，鼠头鸭脖学校再次曝出食品安全问题。
有学生在食堂饭菜中吃出一条“大青虫” https://t.co/sHMsjaxqtK"
